disease_code,disease_name,region,year,case_count,source
COVID_001,COVID-19,South Africa,2021,0,OWID
COVID_001,COVID-19,South Africa,2022,0,OWID
COVID_001,COVID-19,South Africa,2023,348,OWID
COVID_001,COVID-19,South Africa,2024,0,OWID
COVID_001,COVID-19,South America,2020,0,OWID
COVID_001,COVID-19,South America,2021,0,OWID
COVID_001,COVID-19,South America,2022,0,OWID
COVID_001,COVID-19,South America,2023,364052,OWID
COVID_001,COVID-19,South America,2024,0,OWID
COVID_001,COVID-19,South Korea,2020,0,OWID
COVID_001,COVID-19,South Korea,2021,0,OWID
COVID_001,COVID-19,South Korea,2022,0,OWID
COVID_001,COVID-19,South Korea,2023,457745,OWID
COVID_001,COVID-19,South Korea,2024,0,OWID
COVID_001,COVID-19,South Sudan,2020,0,OWID
COVID_001,COVID-19,South Sudan,2021,0,OWID
COVID_001,COVID-19,South Sudan,2022,0,OWID
COVID_001,COVID-19,South Sudan,2023,0,OWID
COVID_001,COVID-19,South Sudan,2024,0,OWID
COVID_001,COVID-19,Spain,2020,0,OWID
COVID_001,COVID-19,Spain,2021,0,OWID
COVID_001,COVID-19,Spain,2022,0,OWID
COVID_001,COVID-19,Spain,2023,14823,OWID
COVID_001,COVID-19,Sri Lanka,2020,0,OWID
COVID_001,COVID-19,Sri Lanka,2021,0,OWID
COVID_001,COVID-19,Sri Lanka,2022,0,OWID
COVID_001,COVID-19,Sri Lanka,2023,40,OWID
COVID_001,COVID-19,Sri Lanka,2024,0,OWID
COVID_001,COVID-19,Sudan,2020,0,OWID
COVID_001,COVID-19,Sudan,2021,0,OWID
COVID_001,COVID-19,Sudan,2022,0,OWID
COVID_001,COVID-19,Sudan,2023,12,OWID
COVID_001,COVID-19,Sudan,2024,0,OWID
COVID_001,COVID-19,Suriname,2020,0,OWID
COVID_001,COVID-19,Suriname,2021,0,OWID
COVID_001,COVID-19,Suriname,2022,0,OWID
COVID_001,COVID-19,Suriname,2023,0,OWID
COVID_001,COVID-19,Suriname,2024,0,OWID
COVID_001,COVID-19,Sweden,2020,0,OWID
COVID_001,COVID-19,Sweden,2021,0,OWID
COVID_001,COVID-19,Sweden,2022,0,OWID
COVID_001,COVID-19,Sweden,2023,9197,OWID
COVID_001,COVID-19,Sweden,2024,0,OWID
COVID_001,COVID-19,Switzerland,2020,0,OWID
COVID_001,COVID-19,Switzerland,2021,0,OWID
COVID_001,COVID-19,Switzerland,2022,0,OWID
COVID_001,COVID-19,Switzerland,2023,5948,OWID
COVID_001,COVID-19,Switzerland,2024,0,OWID
COVID_001,COVID-19,Syria,2020,0,OWID
COVID_001,COVID-19,Syria,2021,0,OWID
COVID_001,COVID-19,Syria,2022,0,OWID
COVID_001,COVID-19,Syria,2023,0,OWID
COVID_001,COVID-19,Syria,2024,0,OWID
COVID_001,COVID-19,Tajikistan,2020,0,OWID
COVID_001,COVID-19,Tajikistan,2021,0,OWID
COVID_001,COVID-19,Tajikistan,2022,0,OWID
COVID_001,COVID-19,Tajikistan,2023,0,OWID
COVID_001,COVID-19,Tajikistan,2024,0,OWID
COVID_001,COVID-19,Tanzania,2020,0,OWID
COVID_001,COVID-19,Tanzania,2021,0,OWID
COVID_001,COVID-19,Tanzania,2022,0,OWID
COVID_001,COVID-19,Tanzania,2023,45,OWID
COVID_001,COVID-19,Tanzania,2024,0,OWID
COVID_001,COVID-19,Thailand,2020,0,OWID
COVID_001,COVID-19,Thailand,2021,0,OWID
COVID_001,COVID-19,Thailand,2022,0,OWID
COVID_001,COVID-19,Thailand,2023,2111,OWID
COVID_001,COVID-19,Thailand,2024,0,OWID
COVID_001,COVID-19,Togo,2020,0,OWID
COVID_001,COVID-19,Togo,2021,0,OWID
COVID_001,COVID-19,Togo,2022,0,OWID
COVID_001,COVID-19,Togo,2023,3,OWID
COVID_001,COVID-19,Togo,2024,0,OWID
COVID_001,COVID-19,Tokelau,2020,0,OWID
COVID_001,COVID-19,Tokelau,2021,0,OWID
COVID_001,COVID-19,Tokelau,2022,0,OWID
COVID_001,COVID-19,Tokelau,2023,0,OWID
COVID_001,COVID-19,Tokelau,2024,0,OWID
COVID_001,COVID-19,Tonga,2020,0,OWID
COVID_001,COVID-19,Tonga,2021,0,OWID
COVID_001,COVID-19,Tonga,2022,0,OWID
COVID_001,COVID-19,Tonga,2023,75,OWID
COVID_001,COVID-19,Tonga,2024,0,OWID
COVID_001,COVID-19,Trinidad and Tobago,2020,0,OWID
COVID_001,COVID-19,Trinidad and Tobago,2021,0,OWID
COVID_001,COVID-19,Trinidad and Tobago,2022,0,OWID
COVID_001,COVID-19,Trinidad and Tobago,2023,151,OWID
COVID_001,COVID-19,Trinidad and Tobago,2024,0,OWID
COVID_001,COVID-19,Tunisia,2020,0,OWID
COVID_001,COVID-19,Tunisia,2021,0,OWID
COVID_001,COVID-19,Tunisia,2022,0,OWID
COVID_001,COVID-19,Tunisia,2023,94,OWID
COVID_001,COVID-19,Tunisia,2024,0,OWID
COVID_001,COVID-19,Turkey,2020,0,OWID
COVID_001,COVID-19,Turkey,2021,0,OWID
COVID_001,COVID-19,Turkey,2022,0,OWID
COVID_001,COVID-19,Turkey,2023,0,OWID
COVID_001,COVID-19,Turkey,2024,0,OWID
COVID_001,COVID-19,Turkmenistan,2020,0,OWID
COVID_001,COVID-19,Turkmenistan,2021,0,OWID
COVID_001,COVID-19,Turkmenistan,2022,0,OWID
COVID_001,COVID-19,Turkmenistan,2023,0,OWID
COVID_001,COVID-19,Turkmenistan,2024,0,OWID
COVID_001,COVID-19,Turks and Caicos Islands,2020,0,OWID
COVID_001,COVID-19,Turks and Caicos Islands,2021,0,OWID
COVID_001,COVID-19,Turks and Caicos Islands,2022,0,OWID
COVID_001,COVID-19,Turks and Caicos Islands,2023,0,OWID
COVID_001,COVID-19,Turks and Caicos Islands,2024,0,OWID
COVID_001,COVID-19,Tuvalu,2020,0,OWID
COVID_001,COVID-19,Tuvalu,2021,0,OWID
COVID_001,COVID-19,Tuvalu,2022,0,OWID
COVID_001,COVID-19,Tuvalu,2023,0,OWID
COVID_001,COVID-19,Tuvalu,2024,0,OWID
COVID_001,COVID-19,Uganda,2020,0,OWID
COVID_001,COVID-19,Uganda,2021,0,OWID
COVID_001,COVID-19,Uganda,2022,0,OWID
COVID_001,COVID-19,Uganda,2023,224,OWID
COVID_001,COVID-19,Uganda,2024,0,OWID
COVID_001,COVID-19,Ukraine,2020,0,OWID
COVID_001,COVID-19,Ukraine,2021,0,OWID
COVID_001,COVID-19,Ukraine,2022,0,OWID
COVID_001,COVID-19,Ukraine,2023,3411,OWID
COVID_001,COVID-19,Ukraine,2024,0,OWID
COVID_001,COVID-19,United Arab Emirates,2020,0,OWID
COVID_001,COVID-19,United Arab Emirates,2021,0,OWID
COVID_001,COVID-19,United Arab Emirates,2022,0,OWID
COVID_001,COVID-19,United Arab Emirates,2023,459,OWID
COVID_001,COVID-19,United Arab Emirates,2024,0,OWID
COVID_001,COVID-19,United Kingdom,2020,0,OWID
COVID_001,COVID-19,United Kingdom,2021,0,OWID
COVID_001,COVID-19,United Kingdom,2022,0,OWID
COVID_001,COVID-19,United Kingdom,2023,41644,OWID
COVID_001,COVID-19,United Kingdom,2024,0,OWID
COVID_001,COVID-19,United States,2020,0,OWID
COVID_001,COVID-19,United States,2021,0,OWID
COVID_001,COVID-19,United States,2022,0,OWID
COVID_001,COVID-19,United States,2023,392203,OWID
COVID_001,COVID-19,United States Virgin Islands,2020,0,OWID
COVID_001,COVID-19,United States Virgin Islands,2021,0,OWID
COVID_001,COVID-19,United States Virgin Islands,2022,0,OWID
COVID_001,COVID-19,United States Virgin Islands,2023,47,OWID
COVID_001,COVID-19,United States Virgin Islands,2024,0,OWID
COVID_001,COVID-19,Upper-middle-income countries,2020,1,OWID
COVID_001,COVID-19,Upper-middle-income countries,2021,0,OWID
COVID_001,COVID-19,Upper-middle-income countries,2022,0,OWID
COVID_001,COVID-19,Upper-middle-income countries,2023,25061799,OWID
COVID_001,COVID-19,Upper-middle-income countries,2024,0,OWID
COVID_001,COVID-19,Uruguay,2020,0,OWID
COVID_001,COVID-19,Uruguay,2021,0,OWID
COVID_001,COVID-19,Uruguay,2022,0,OWID
COVID_001,COVID-19,Uruguay,2023,8173,OWID
COVID_001,COVID-19,Uruguay,2024,0,OWID
COVID_001,COVID-19,Uzbekistan,2020,0,OWID
COVID_001,COVID-19,Uzbekistan,2021,0,OWID
COVID_001,COVID-19,Uzbekistan,2022,0,OWID
COVID_001,COVID-19,Uzbekistan,2023,0,OWID
COVID_001,COVID-19,Uzbekistan,2024,0,OWID
COVID_001,COVID-19,Vanuatu,2020,0,OWID
COVID_001,COVID-19,Vanuatu,2021,0,OWID
COVID_001,COVID-19,Vanuatu,2022,0,OWID
COVID_001,COVID-19,Vanuatu,2023,1,OWID
COVID_001,COVID-19,Vanuatu,2024,0,OWID
COVID_001,COVID-19,Vatican,2020,0,OWID
COVID_001,COVID-19,Vatican,2021,0,OWID
COVID_001,COVID-19,Vatican,2022,0,OWID
COVID_001,COVID-19,Vatican,2023,0,OWID
COVID_001,COVID-19,Vatican,2024,0,OWID
COVID_001,COVID-19,Venezuela,2020,0,OWID
COVID_001,COVID-19,Venezuela,2021,0,OWID
COVID_001,COVID-19,Venezuela,2022,0,OWID
COVID_001,COVID-19,Venezuela,2023,678,OWID
COVID_001,COVID-19,Venezuela,2024,0,OWID
COVID_001,COVID-19,Vietnam,2020,0,OWID
COVID_001,COVID-19,Vietnam,2021,0,OWID
COVID_001,COVID-19,Vietnam,2022,0,OWID
COVID_001,COVID-19,Vietnam,2023,1029,OWID
COVID_001,COVID-19,Vietnam,2024,0,OWID
COVID_001,COVID-19,Wallis and Futuna,2020,0,OWID
COVID_001,COVID-19,Wallis and Futuna,2021,0,OWID
COVID_001,COVID-19,Wallis and Futuna,2022,0,OWID
COVID_001,COVID-19,Wallis and Futuna,2023,12,OWID
COVID_001,COVID-19,Wallis and Futuna,2024,0,OWID
COVID_001,COVID-19,World,2020,2,OWID
COVID_001,COVID-19,World,2021,0,OWID
COVID_001,COVID-19,World,2022,0,OWID
COVID_001,COVID-19,World,2023,27732700,OWID
COVID_001,COVID-19,World,2024,0,OWID
COVID_001,COVID-19,Yemen,2020,0,OWID
COVID_001,COVID-19,Yemen,2021,0,OWID
COVID_001,COVID-19,Yemen,2022,0,OWID
COVID_001,COVID-19,Yemen,2023,0,OWID
COVID_001,COVID-19,Yemen,2024,0,OWID
COVID_001,COVID-19,Zambia,2020,0,OWID
COVID_001,COVID-19,Zambia,2021,0,OWID
COVID_001,COVID-19,Zambia,2022,0,OWID
COVID_001,COVID-19,Zambia,2023,512,OWID
COVID_001,COVID-19,Zambia,2024,0,OWID
COVID_001,COVID-19,Zimbabwe,2020,0,OWID
COVID_001,COVID-19,Zimbabwe,2021,0,OWID
COVID_001,COVID-19,Zimbabwe,2022,0,OWID
COVID_001,COVID-19,Zimbabwe,2023,202,OWID
COVID_001,COVID-19,Zimbabwe,2024,0,OWID
