indicator_code,indicator_name,spatial_dim_type,spatial_dim,time_dim_type,time_dim,time_dim_value,dim1_type,dim1,dim2_type,dim2,dim3_type,dim3,data_source,value,numeric_value,low,high,comments,date_added,scraped_at
MALARIA_PF_INDIG,,COUNTRY,GUY,YEAR,2021,,,,,,,,,5982,5982.0,,,,,2026-06-15T20:42:43.223982
MALARIA_PF_INDIG,,COUNTRY,GNB,YEAR,2023,,,,,,,,,118 080,118080.0,,,,,2026-06-15T20:42:43.223983
MALARIA_PF_INDIG,,COUNTRY,SUR,YEAR,2024,,,,,,,,,0,0.0,,,,,2026-06-15T20:42:43.223985
MALARIA_PF_INDIG,,COUNTRY,PAK,YEAR,2022,,,,,,,,,584 943,584943.0,,,,,2026-06-15T20:42:43.223989
MALARIA_PF_INDIG,,COUNTRY,SWZ,YEAR,2024,,,,,,,,,175,175.0,,,,,2026-06-15T20:42:43.223990
MALARIA_PF_INDIG,,COUNTRY,THA,YEAR,2023,,,,,,,,,171,171.0,,,,,2026-06-15T20:42:43.223993
MALARIA_PF_INDIG,,COUNTRY,MWI,YEAR,2023,,,,,,,,,6 426 150,6426150.0,,,,,2026-06-15T20:42:43.223996
MALARIA_PF_INDIG,,COUNTRY,BWA,YEAR,2024,,,,,,,,,208,208.0,,,,,2026-06-15T20:42:43.223997
MALARIA_PF_INDIG,,COUNTRY,TZA,YEAR,2021,,,,,,,,,4 618 710,4618710.0,,,,,2026-06-15T20:42:43.224003
MALARIA_PF_INDIG,,COUNTRY,KHM,YEAR,2024,,,,,,,,,2,2.0,,,,,2026-06-15T20:42:43.224004
MALARIA_PF_INDIG,,COUNTRY,SEN,YEAR,2021,,,,,,,,,536 850,536850.0,,,,,2026-06-15T20:42:43.224008
MALARIA_PF_INDIG,,COUNTRY,KEN,YEAR,2024,,,,,,,,,5 188 371,5188371.0,,,,,2026-06-15T20:42:43.224012
MALARIA_PF_INDIG,,COUNTRY,CIV,YEAR,2024,,,,,,,,,8 990 029,8990029.0,,,,,2026-06-15T20:42:43.224013
MALARIA_PF_INDIG,,COUNTRY,TCD,YEAR,2022,,,,,,,,,1 671 060,1671060.0,,,,,2026-06-15T20:42:43.224014
MALARIA_PF_INDIG,,COUNTRY,ETH,YEAR,2022,,,,,,,,,1 323 355,1323355.0,,,,,2026-06-15T20:42:43.224023
MALARIA_PF_INDIG,,COUNTRY,TJK,YEAR,2022,,,,,,,,,0,0.0,,,,,2026-06-15T20:42:43.224024
MALARIA_PF_INDIG,,COUNTRY,NAM,YEAR,2024,,,,,,,,,3134,3134.0,,,,,2026-06-15T20:42:43.224027
MALARIA_PF_INDIG,,COUNTRY,MOZ,YEAR,2024,,,,,,,,,11 614 258,11614258.0,,,,,2026-06-15T20:42:43.224028
MALARIA_PF_INDIG,,COUNTRY,MYT,YEAR,2024,,,,,,,,,0,0.0,,,,,2026-06-15T20:42:43.224029
MALARIA_PF_INDIG,,COUNTRY,THA,YEAR,2024,,,,,,,,,230,230.0,,,,,2026-06-15T20:42:43.224030
MALARIA_PF_INDIG,,COUNTRY,BGD,YEAR,2023,,,,,,,,,8829,8829.0,,,,,2026-06-15T20:42:43.224035
MALARIA_PF_INDIG,,COUNTRY,LBR,YEAR,2021,,,,,,,,,912 436,912436.0,,,,,2026-06-15T20:42:43.224041
MALARIA_PF_INDIG,,COUNTRY,BWA,YEAR,2021,,,,,,,,,703,703.0,,,,,2026-06-15T20:42:43.224042
MALARIA_PF_INDIG,,COUNTRY,MLI,YEAR,2023,,,,,,,,,3 360 557,3360557.0,,,,,2026-06-15T20:42:43.224043
MALARIA_PF_INDIG,,COUNTRY,BRA,YEAR,2021,,,,,,,,,21 612,21612.0,,,,,2026-06-15T20:42:43.224242
MALARIA_PF_INDIG,,COUNTRY,PAN,YEAR,2024,,,,,,,,,4,4.0,,,,,2026-06-15T20:42:43.224244
MALARIA_PF_INDIG,,COUNTRY,BOL,YEAR,2021,,,,,,,,,165,165.0,,,,,2026-06-15T20:42:43.224246
MALARIA_PF_INDIG,,COUNTRY,MEX,YEAR,2024,,,,,,,,,0,0.0,,,,,2026-06-15T20:42:43.224247
MALARIA_PF_INDIG,,COUNTRY,RWA,YEAR,2022,,,,,,,,,857 228,857228.0,,,,,2026-06-15T20:42:43.224248
MALARIA_PF_INDIG,,COUNTRY,IRN,YEAR,2022,,,,,,,,,197,197.0,,,,,2026-06-15T20:42:43.224254
MALARIA_PF_INDIG,,COUNTRY,PAK,YEAR,2024,,,,,,,,,539 553,539553.0,,,,,2026-06-15T20:42:43.224256
MALARIA_PF_INDIG,,COUNTRY,TGO,YEAR,2024,,,,,,,,,2 182 187,2182187.0,,,,,2026-06-15T20:42:43.224257
MALARIA_PF_INDIG,,COUNTRY,MLI,YEAR,2024,,,,,,,,,3 789 689,3789689.0,,,,,2026-06-15T20:42:43.224258
MALARIA_PF_INDIG,,COUNTRY,LBR,YEAR,2023,,,,,,,,,814 113,814113.0,,,,,2026-06-15T20:42:43.224263
MALARIA_PF_INDIG,,COUNTRY,LKA,YEAR,2024,,,,,,,,,0,0.0,,,,,2026-06-15T20:42:43.224269
